timestamp,count
1970-01-01 05:30:15,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:15,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:15,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:15,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:15,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:15,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:15,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:15,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:15,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:15,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:15,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:16,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
1970-01-01 05:30:17,"{'person': 1, 'cell phone': 0}"
